epoch,loss,val_acc,head_acc,med_acc,tail_acc
88,0.091400,58.49,67.69,21.70,0.00
89,0.092200,59.68,66.20,33.60,0.00
90,0.086400,59.95,67.34,30.40,0.00
91,0.085000,58.42,67.39,22.55,0.00
92,0.076400,60.17,68.80,25.65,0.00
93,0.079700,57.15,66.33,20.45,0.00
94,0.070500,59.26,66.84,28.95,0.00
95,0.076400,58.52,66.11,28.15,0.00
96,0.074200,57.64,66.80,21.00,0.00
97,0.065800,57.72,67.14,20.05,0.00
98,0.068300,60.44,68.11,29.75,0.00
99,0.058600,57.01,66.17,20.35,0.00
100,0.064900,60.94,69.74,25.75,0.00
101,0.062100,58.04,66.19,25.45,0.00
102,0.056000,61.79,69.16,32.30,0.00
103,0.057700,57.46,66.24,22.35,0.00
104,0.058400,58.53,67.88,21.15,0.00
105,0.062000,58.17,66.22,25.95,0.00
106,0.049500,59.00,68.39,21.45,0.00
107,0.050200,59.80,66.99,31.05,0.00
108,0.053800,59.50,68.36,24.05,0.00
109,0.045800,59.32,67.12,28.10,0.00
110,0.045500,58.18,67.97,19.00,0.00
111,0.048600,59.11,68.99,19.60,0.00
112,0.040200,60.59,69.28,25.85,0.00
113,0.039000,59.13,68.03,23.55,0.00
114,0.038700,58.01,68.46,16.20,0.00
115,0.032900,60.07,69.08,24.05,0.00
116,0.039400,57.41,67.75,16.05,0.00
117,0.034300,56.44,65.49,20.25,0.00
118,0.032100,57.18,67.20,17.10,0.00
119,0.040800,59.95,68.31,26.50,0.00
120,0.035100,57.54,66.51,21.65,0.00
121,0.027900,57.27,67.47,16.45,0.00
122,0.032000,58.58,67.64,22.35,0.00
123,0.026100,56.80,66.74,17.05,0.00
124,0.029200,57.11,67.04,17.40,0.00
125,0.026200,60.32,68.80,26.40,0.00
126,0.028400,59.16,67.90,24.20,0.00
127,0.024800,60.32,67.89,30.05,0.00
128,0.021600,59.57,68.58,23.55,0.00
129,0.024100,57.63,66.66,21.50,0.00
130,0.027200,61.00,69.01,28.95,0.00
131,0.016600,59.11,68.86,20.10,0.00
132,0.018100,58.65,68.05,21.05,0.00
133,0.019300,57.35,67.70,15.95,0.00
134,0.014300,58.07,67.29,21.20,0.00
135,0.017800,58.44,68.00,20.20,0.00
136,0.019800,58.11,67.60,20.15,0.00
137,0.013100,58.43,67.83,20.85,0.00
138,0.015200,58.59,68.26,19.90,0.00
139,0.013800,58.48,68.72,17.50,0.00
140,0.012300,59.69,68.01,26.40,0.00
141,0.012000,59.25,69.66,17.60,0.00
142,0.010300,59.19,68.19,23.20,0.00
143,0.012100,58.48,69.29,15.25,0.00
144,0.011600,58.32,67.53,21.50,0.00
145,0.012200,58.89,68.34,21.10,0.00
146,0.009000,59.84,67.97,27.30,0.00
147,0.008100,59.08,69.16,18.75,0.00
148,0.007500,60.90,69.26,27.45,0.00
149,0.008200,60.13,69.19,23.90,0.00
150,0.008700,58.51,68.24,19.60,0.00
151,0.005700,59.85,69.03,23.15,0.00
152,0.007000,59.96,68.66,25.15,0.00
153,0.004900,60.53,68.96,26.80,0.00
154,0.007300,59.15,68.38,22.25,0.00
155,0.006600,59.59,69.12,21.45,0.00
156,0.006300,59.40,68.56,22.75,0.00
157,0.002800,60.61,69.05,26.85,0.00
158,0.006400,58.69,68.03,21.35,0.00
159,0.003300,60.83,69.99,24.20,0.00
160,0.003700,61.16,70.53,23.70,0.00
161,0.002900,59.45,69.14,20.70,0.00
162,0.003000,59.49,69.53,19.35,0.00
163,0.003400,60.22,69.72,22.20,0.00
164,0.004000,59.63,68.84,22.80,0.00
165,0.002500,59.94,69.59,21.35,0.00
166,0.002800,59.47,69.49,19.40,0.00
167,0.001900,59.34,69.29,19.55,0.00
168,0.003500,59.91,69.00,23.55,0.00
169,0.002100,59.32,69.83,17.30,0.00
170,0.002200,60.22,69.79,21.95,0.00
171,0.001900,60.20,68.75,26.00,0.00
172,0.002800,60.12,69.06,24.35,0.00
173,0.001500,59.93,69.46,21.80,0.00
174,0.002000,60.44,69.55,24.00,0.00
175,0.001000,59.77,69.14,22.30,0.00
176,0.001400,60.24,69.36,23.75,0.00
177,0.001300,59.96,69.28,22.70,0.00
178,0.001600,60.49,69.76,23.40,0.00
179,0.000900,60.74,69.99,23.75,0.00
180,0.001600,60.25,69.36,23.80,0.00
181,0.001100,60.73,70.00,23.65,0.00
182,0.001000,60.90,70.12,24.00,0.00
183,0.001100,60.81,69.64,25.50,0.00
184,0.000800,60.30,69.33,24.20,0.00
185,0.001800,60.82,69.69,25.35,0.00
186,0.001100,60.75,69.94,24.00,0.00
187,0.000800,60.66,70.08,23.00,0.00
188,0.000900,60.37,69.58,23.55,0.00
189,0.002100,60.37,69.59,23.50,0.00
190,0.000800,60.41,69.34,24.70,0.00
191,0.000700,61.00,69.60,26.60,0.00
192,0.000600,61.15,70.17,25.05,0.00
193,0.000900,60.91,69.81,25.30,0.00
194,0.000600,61.35,70.19,26.00,0.00
195,0.000900,60.80,69.84,24.65,0.00
196,0.001800,60.69,69.65,24.85,0.00
197,0.001000,60.29,69.40,23.85,0.00
198,0.000600,60.82,69.72,25.20,0.00
199,0.000700,60.64,69.80,24.00,0.00
200,0.000800,60.78,69.58,25.60,0.00
