epoch,loss,val_acc,head_acc,med_acc,tail_acc
43,0.195800,60.90,68.11,32.05,0.00
44,0.189000,58.78,66.95,26.10,0.00
45,0.168600,57.92,67.35,20.20,0.00
46,0.162700,59.29,68.14,23.90,0.00
47,0.169900,59.33,65.40,35.05,0.00
48,0.167400,60.36,69.67,23.10,0.00
49,0.163900,58.30,66.75,24.50,0.00
50,0.151100,58.14,67.81,19.45,0.00
51,0.142200,60.32,69.14,25.05,0.00
52,0.135700,58.97,66.83,27.55,0.00
53,0.127900,60.74,67.71,32.85,0.00
54,0.141200,58.83,67.95,22.35,0.00
55,0.128300,59.96,67.69,29.05,0.00
56,0.117100,60.67,69.19,26.60,0.00
57,0.122000,57.33,67.03,18.55,0.00
58,0.121900,58.85,68.95,18.45,0.00
59,0.109400,61.48,68.89,31.85,0.00
60,0.113700,61.18,69.41,28.25,0.00
61,0.116000,58.74,68.10,21.30,0.00
62,0.096700,60.60,69.76,23.95,0.00
63,0.098700,61.20,67.81,34.75,0.00
64,0.101700,61.02,67.83,33.80,0.00
65,0.095200,61.50,69.22,30.60,0.00
66,0.104500,62.93,70.84,31.30,0.00
67,0.080600,59.41,67.59,26.70,0.00
68,0.075200,59.85,68.79,24.10,0.00
69,0.069600,59.99,68.88,24.45,0.00
70,0.072700,61.33,68.67,31.95,0.00
71,0.062800,58.85,68.15,21.65,0.00
72,0.070600,58.93,69.21,17.80,0.00
73,0.067500,59.62,67.65,27.50,0.00
74,0.061200,59.65,67.85,26.85,0.00
75,0.069000,60.78,69.29,26.75,0.00
76,0.059400,60.89,69.16,27.80,0.00
77,0.062400,58.55,68.59,18.40,0.00
78,0.050600,58.87,68.41,20.70,0.00
79,0.052800,57.85,67.14,20.70,0.00
80,0.055600,57.98,67.42,20.20,0.00
81,0.051600,59.54,69.26,20.65,0.00
82,0.052200,59.62,67.66,27.45,0.00
83,0.047000,61.20,70.61,23.55,0.00
84,0.044600,60.72,69.96,23.75,0.00
85,0.039900,60.23,69.36,23.70,0.00
86,0.047000,60.78,69.38,26.40,0.00
87,0.047800,58.15,67.44,21.00,0.00
88,0.045000,59.34,69.21,19.85,0.00
89,0.040200,60.41,70.22,21.15,0.00
90,0.042800,58.85,68.21,21.40,0.00
91,0.039300,61.49,70.15,26.85,0.00
92,0.034700,59.82,68.81,23.85,0.00
93,0.030800,59.82,69.36,21.65,0.00
94,0.029100,60.94,69.81,25.45,0.00
95,0.036900,58.87,69.36,16.90,0.00
96,0.036500,62.37,70.06,31.60,0.00
97,0.030900,60.13,68.94,24.90,0.00
98,0.027900,61.39,69.66,28.30,0.00
99,0.028100,61.11,69.51,27.50,0.00
100,0.028500,59.43,68.35,23.75,0.00
101,0.023700,60.87,69.46,26.50,0.00
102,0.023900,59.50,68.03,25.40,0.00
103,0.024600,58.75,69.42,16.05,0.00
104,0.025600,60.68,69.45,25.60,0.00
105,0.022500,59.40,68.53,22.90,0.00
106,0.057000,61.07,69.42,27.65,0.00
107,0.029700,60.18,69.14,24.35,0.00
108,0.022700,60.31,68.30,28.35,0.00
109,0.018600,61.61,70.21,27.20,0.00
110,0.019000,60.63,69.53,25.05,0.00
111,0.017500,60.60,69.71,24.15,0.00
112,0.018600,59.10,69.61,17.05,0.00
113,0.014500,61.00,69.99,25.05,0.00
114,0.012500,60.05,68.94,24.50,0.00
115,0.012600,61.63,70.29,27.00,0.00
116,0.019900,62.05,70.10,29.85,0.00
117,0.015300,59.43,69.42,19.45,0.00
118,0.017000,61.11,69.45,27.75,0.00
119,0.015800,61.37,70.83,23.55,0.00
120,0.013000,59.86,69.78,20.20,0.00
121,0.009200,60.20,69.25,24.00,0.00
122,0.012300,59.44,68.59,22.85,0.00
123,0.014000,59.32,68.46,22.75,0.00
124,0.013300,61.29,71.16,21.80,0.00
125,0.011900,62.00,69.81,30.75,0.00
126,0.011300,60.83,70.92,20.45,0.00
127,0.009100,61.31,70.09,26.20,0.00
128,0.008500,60.54,70.09,22.35,0.00
129,0.006800,60.87,69.67,25.65,0.00
130,0.007700,61.59,70.21,27.10,0.00
131,0.007400,61.01,69.47,27.15,0.00
132,0.009700,61.44,70.92,23.50,0.00
133,0.009000,60.29,70.03,21.35,0.00
134,0.004900,61.11,70.29,24.40,0.00
135,0.010000,63.48,71.16,32.75,0.00
136,0.007300,62.60,70.62,30.50,0.00
137,0.005700,62.28,71.22,26.50,0.00
138,0.005100,61.80,71.39,23.45,0.00
139,0.007200,62.51,71.55,26.35,0.00
140,0.007000,61.41,71.62,20.55,0.00
141,0.005500,62.59,71.15,28.35,0.00
142,0.005500,61.55,70.89,24.20,0.00
143,0.004100,60.72,70.42,21.90,0.00
144,0.005800,60.96,69.67,26.10,0.00
145,0.005700,61.73,70.24,27.70,0.00
146,0.005400,62.28,71.20,26.60,0.00
147,0.003700,61.04,70.54,23.05,0.00
148,0.003900,61.74,70.38,27.20,0.00
149,0.004500,62.45,70.16,31.60,0.00
150,0.004300,61.28,70.79,23.25,0.00
151,0.003300,62.42,70.78,29.00,0.00
152,0.004200,61.99,69.91,30.30,0.00
153,0.003300,62.41,71.20,27.25,0.00
154,0.003500,61.40,70.61,24.55,0.00
155,0.004000,61.26,70.45,24.50,0.00
156,0.002300,60.70,69.66,24.85,0.00
157,0.002100,61.60,69.91,28.35,0.00
158,0.001000,60.77,69.04,27.70,0.00
159,0.002700,61.37,69.74,27.90,0.00
160,0.002700,61.92,70.17,28.90,0.00
161,0.001600,62.19,70.35,29.55,0.00
162,0.001400,61.35,69.74,27.80,0.00
163,0.000500,61.35,70.14,26.20,0.00
164,0.001500,62.65,70.96,29.40,0.00
165,0.001800,62.07,70.84,27.00,0.00
166,0.001300,62.30,70.92,27.80,0.00
167,0.001600,62.37,71.33,26.55,0.00
168,0.001600,62.57,71.60,26.45,0.00
169,0.001900,61.45,70.16,26.60,0.00
170,0.001000,62.71,71.14,29.00,0.00
171,0.000900,62.58,70.67,30.20,0.00
172,0.000900,62.55,70.91,29.10,0.00
173,0.000800,62.30,70.78,28.40,0.00
174,0.001200,62.38,71.38,26.40,0.00
175,0.001400,61.75,70.64,26.20,0.00
176,0.000900,62.21,71.50,25.05,0.00
177,0.000700,62.27,71.30,26.15,0.00
178,0.001700,62.13,71.33,25.35,0.00
179,0.000700,61.94,71.08,25.40,0.00
180,0.000900,62.18,71.08,26.60,0.00
181,0.000900,62.22,71.10,26.70,0.00
182,0.000500,62.12,71.06,26.35,0.00
183,0.000400,62.09,70.71,27.60,0.00
184,0.000400,61.95,70.79,26.60,0.00
185,0.000500,62.34,70.78,28.60,0.00
186,0.000400,62.22,71.04,26.95,0.00
187,0.000600,62.36,71.12,27.30,0.00
188,0.001000,62.19,70.81,27.70,0.00
189,0.000800,62.31,71.06,27.30,0.00
190,0.000300,62.22,71.11,26.65,0.00
191,0.000600,62.39,71.05,27.75,0.00
192,0.000400,62.20,71.06,26.75,0.00
193,0.000200,62.06,70.85,26.90,0.00
194,0.000200,62.62,71.26,28.05,0.00
195,0.000300,62.22,70.95,27.30,0.00
196,0.000500,62.43,70.96,28.30,0.00
197,0.001000,62.00,70.44,28.25,0.00
198,0.000400,62.21,70.75,28.05,0.00
199,0.000400,62.15,70.88,27.25,0.00
200,0.000600,62.45,70.80,29.05,0.00
