epoch,so_count,total_blocks,so_pct,rho,nu,kfac_inv_ok,kfac_inv_tot,loss,val_acc
36,8,38,21.05,0.013,0.296,8,8,0.5257,39.29
37,8,38,21.05,0.012,0.283,8,8,0.5294,44.21
38,8,38,21.05,0.01,0.303,8,8,0.5088,43.51
39,8,38,21.05,0.009,0.309,8,8,0.4856,43.14
40,8,38,21.05,0.008,0.276,8,8,0.4644,42.03
41,8,38,21.05,0.007,0.204,8,8,0.456,45.54
42,8,38,21.05,0.006,0.211,8,8,0.436,44.83
43,8,38,21.05,0.006,0.171,8,8,0.4289,43.9
44,8,38,21.05,0.005,0.151,8,8,0.4096,42.6
45,8,38,21.05,0.004,0.125,8,8,0.3931,42.98
46,8,38,21.05,0.004,0.112,8,8,0.3819,42.95
47,8,38,21.05,0.004,0.132,8,8,0.357,45.28
48,8,38,21.05,0.003,0.158,8,8,0.3564,43.21
49,8,38,21.05,0.003,0.197,8,8,0.3393,48.51
50,8,38,21.05,0.003,0.184,8,8,0.3141,45.84
51,8,38,21.05,0.002,0.171,8,8,0.3044,47.18
52,8,38,21.05,0.002,0.224,8,8,0.2934,47.28
53,8,38,21.05,0.002,0.224,8,8,0.284,45.01
54,8,38,21.05,0.002,0.217,8,8,0.2577,46.66
55,8,38,21.05,0.002,0.211,8,8,0.2526,46.66
56,8,38,21.05,0.002,0.23,8,8,0.2378,47.12
57,8,38,21.05,0.002,0.184,8,8,0.2224,45.03
58,8,38,21.05,0.001,0.211,8,8,0.2199,46.92
59,8,38,21.05,0.002,0.178,8,8,0.2031,48.63
60,8,38,21.05,0.002,0.158,8,8,0.2,46.72
61,8,38,21.05,0.002,0.158,8,8,0.1803,44.99
62,8,38,21.05,0.002,0.151,8,8,0.1727,43.54
63,8,38,21.05,0.002,0.112,8,8,0.1666,43.55
64,8,38,21.05,0.002,0.079,8,8,0.16,43.61
65,8,38,21.05,0.002,0.059,8,8,0.1457,45.29
66,8,38,21.05,0.002,0.046,8,8,0.1458,44.79
67,8,38,21.05,0.001,0.053,0,0,0.1411,44.98
68,8,38,21.05,0.001,0.053,8,8,0.1344,47.3
69,8,38,21.05,0.001,0.059,8,8,0.1269,45.05
70,8,38,21.05,0.001,0.059,8,8,0.1183,46.23
71,8,38,21.05,0.001,0.099,8,8,0.1168,47.43
72,8,38,21.05,0.001,0.112,8,8,0.1076,47.28
73,8,38,21.05,0.001,0.092,8,8,0.1031,46.73
74,8,38,21.05,0.001,0.092,8,8,0.1001,46.81
75,8,38,21.05,0.001,0.138,8,8,0.1016,46.68
76,8,38,21.05,0.001,0.145,8,8,0.0985,46.8
77,8,38,21.05,0.001,0.158,8,8,0.0875,45.93
78,8,38,21.05,0.001,0.112,8,8,0.0833,45.88
79,8,38,21.05,0.001,0.132,8,8,0.0832,45.96
80,8,38,21.05,0.001,0.138,8,8,0.0786,47.52
81,8,38,21.05,0.0,0.158,8,8,0.0766,44.49
82,8,38,21.05,0.0,0.112,8,8,0.0793,46.94
83,8,38,21.05,0.0,0.105,8,8,0.0705,48.31
84,8,38,21.05,0.0,0.086,8,8,0.0689,46.34
85,8,38,21.05,0.0,0.086,8,8,0.0673,46.74
86,8,38,21.05,0.0,0.086,8,8,0.0603,44.93
87,8,38,21.05,0.0,0.079,8,8,0.0651,47.8
88,8,38,21.05,0.0,0.086,8,8,0.0586,46.68
89,8,38,21.05,0.0,0.132,8,8,0.0605,46.55
90,8,38,21.05,0.0,0.145,8,8,0.0521,45.96
91,8,38,21.05,0.0,0.132,8,8,0.0465,46.59
92,8,38,21.05,0.0,0.132,8,8,0.044,46.41
93,8,38,21.05,0.0,0.118,8,8,0.0515,45.56
94,8,38,21.05,0.0,0.118,8,8,0.0431,45.22
95,8,38,21.05,0.0,0.092,8,8,0.0405,46.05
96,8,38,21.05,0.0,0.086,8,8,0.0419,46.77
97,8,38,21.05,0.0,0.072,8,8,0.0396,45.1
98,8,38,21.05,0.0,0.072,8,8,0.0422,45.92
99,8,38,21.05,0.0,0.072,8,8,0.0349,45.4
100,8,38,21.05,0.0,0.059,8,8,0.0367,46.08
101,8,38,21.05,0.0,0.079,0,0,0.0381,45.76
102,8,38,21.05,0.0,0.086,8,8,0.0356,46.1
103,8,38,21.05,0.0,0.066,8,8,0.0305,45.57
104,8,38,21.05,0.0,0.039,8,8,0.0259,45.77
105,8,38,21.05,0.0,0.039,8,8,0.0281,44.7
106,8,38,21.05,0.0,0.039,8,8,0.0259,45.67
107,8,38,21.05,0.0,0.072,8,8,0.0279,45.49
108,8,38,21.05,0.0,0.086,8,8,0.0231,48.37
109,8,38,21.05,0.0,0.086,8,8,0.0292,46.7
110,8,38,21.05,0.0,0.158,8,8,0.0269,45.56
111,8,38,21.05,0.0,0.191,8,8,0.0217,45.45
112,8,38,21.05,0.0,0.197,8,8,0.0207,47.15
113,8,38,21.05,0.0,0.197,8,8,0.0181,46.38
114,8,38,21.05,0.0,0.191,8,8,0.0184,45.97
115,8,38,21.05,0.0,0.164,8,8,0.0213,46.53
116,8,38,21.05,0.0,0.112,8,8,0.0181,46.99
117,8,38,21.05,0.0,0.079,8,8,0.0187,46.67
118,8,38,21.05,0.0,0.039,8,8,0.0162,45.38
119,8,38,21.05,0.0,0.033,8,8,0.0155,46.08
120,8,38,21.05,0.0,0.046,8,8,0.0158,45.97
121,8,38,21.05,0.0,0.066,8,8,0.015,46.43
122,8,38,21.05,0.0,0.066,8,8,0.0142,46.89
123,8,38,21.05,0.0,0.066,8,8,0.0119,46.51
124,8,38,21.05,0.0,0.066,8,8,0.0141,46.45
125,8,38,21.05,0.0,0.059,8,8,0.0121,45.9
126,8,38,21.05,0.0,0.066,8,8,0.0098,45.4
127,8,38,21.05,0.0,0.118,8,8,0.0105,45.69
128,8,38,21.05,0.0,0.099,8,8,0.0089,47.59
129,8,38,21.05,0.0,0.118,8,8,0.0078,47.22
130,8,38,21.05,0.0,0.197,8,8,0.0094,46.93
131,8,38,21.05,0.0,0.197,8,8,0.0095,47.01
132,8,38,21.05,0.0,0.23,8,8,0.0073,46.72
133,8,38,21.05,0.0,0.263,8,8,0.0082,46.73
134,8,38,21.05,0.0,0.257,0,0,0.0081,45.94
135,8,38,21.05,0.0,0.23,8,8,0.0056,46.62
136,8,38,21.05,0.0,0.237,8,8,0.0059,47.24
137,8,38,21.05,0.0,0.184,8,8,0.0061,46.24
138,8,38,21.05,0.0,0.164,8,8,0.0056,47.18
139,8,38,21.05,0.0,0.138,8,8,0.0048,47.91
140,8,38,21.05,0.0,0.105,8,8,0.0045,46.65
141,8,38,21.05,0.0,0.099,8,8,0.0034,46.62
142,8,38,21.05,0.0,0.086,8,8,0.0027,48.86
143,8,38,21.05,0.0,0.125,8,8,0.004,47.05
144,8,38,21.05,0.0,0.099,8,8,0.003,47.67
145,8,38,21.05,0.0,0.092,8,8,0.0023,47.86
146,8,38,21.05,0.0,0.099,8,8,0.0027,48.01
147,8,38,21.05,0.0,0.072,8,8,0.0039,47.83
148,8,38,21.05,0.0,0.086,8,8,0.0038,46.45
149,8,38,21.05,0.0,0.099,8,8,0.0016,47.12
150,8,38,21.05,0.0,0.059,8,8,0.0013,46.97
151,8,38,21.05,0.0,0.105,8,8,0.0009,46.84
152,8,38,21.05,0.0,0.118,8,8,0.0043,47.18
153,8,38,21.05,0.0,0.118,8,8,0.0011,47.76
154,8,38,21.05,0.0,0.118,8,8,0.001,47.55
155,8,38,21.05,0.0,0.118,8,8,0.0027,46.95
156,8,38,21.05,0.0,0.099,8,8,0.001,47.3
157,8,38,21.05,0.0,0.086,8,8,0.0014,47.1
158,8,38,21.05,0.0,0.053,8,8,0.0013,47.02
159,8,38,21.05,0.0,0.079,8,8,0.0011,47.2
160,8,38,21.05,0.0,0.066,8,8,0.0015,46.64
161,8,38,21.05,0.0,0.053,8,8,0.0013,47.06
162,8,38,21.05,0.0,0.053,8,8,0.0007,46.75
163,8,38,21.05,0.0,0.053,8,8,0.0003,46.96
164,8,38,21.05,0.0,0.118,8,8,0.0008,47.17
165,8,38,21.05,0.0,0.138,8,8,0.0009,47.12
166,8,38,21.05,0.0,0.118,8,8,0.0006,46.84
167,8,38,21.05,0.0,0.105,0,0,0.0006,47.22
168,8,38,21.05,0.0,0.105,8,8,0.0006,47.37
169,8,38,21.05,0.0,0.132,8,8,0.0011,47.46
170,8,38,21.05,0.0,0.132,8,8,0.0006,47.73
171,8,38,21.05,0.0,0.099,8,8,0.0003,47.33
172,8,38,21.05,0.0,0.053,8,8,0.0001,47.13
173,8,38,21.05,0.0,0.046,8,8,0.0004,47.44
174,8,38,21.05,0.0,0.053,8,8,0.0007,47.01
175,8,38,21.05,0.0,0.059,8,8,0.0006,47.18
176,8,38,21.05,0.0,0.053,8,8,0.0006,47.71
177,8,38,21.05,0.0,0.026,8,8,0.0004,47.86
178,8,38,21.05,0.0,0.033,8,8,0.0003,47.52
179,8,38,21.05,0.0,0.039,8,8,0.0002,47.44
180,8,38,21.05,0.0,0.046,8,8,0.0003,47.23
181,8,38,21.05,0.0,0.039,8,8,0.0002,47.31
182,8,38,21.05,0.0,0.039,8,8,0.0002,47.26
183,8,38,21.05,0.0,0.053,8,8,0.0001,47.17
184,8,38,21.05,0.0,0.059,8,8,0.0003,47.35
185,8,38,21.05,0.0,0.059,8,8,0.0003,47.36
186,8,38,21.05,0.0,0.059,8,8,0.0003,47.31
187,8,38,21.05,0.0,0.059,8,8,0.0003,47.41
188,8,38,21.05,0.0,0.053,8,8,0.0001,47.33
189,8,38,21.05,0.0,0.046,8,8,0.0002,47.32
190,8,38,21.05,0.0,0.053,8,8,0.0002,47.2
191,8,38,21.05,0.0,0.026,8,8,0.0002,47.15
192,8,38,21.05,0.0,0.02,8,8,0.0001,47.13
193,8,38,21.05,0.0,0.02,8,8,0.0001,47.09
194,8,38,21.05,0.0,0.007,8,8,0.0002,47.13
195,8,38,21.05,0.0,0.007,8,8,0.0002,47.26
196,8,38,21.05,0.0,0.007,8,8,0.0001,47.28
197,8,38,21.05,0.0,0.007,8,8,0.0004,47.25
198,8,38,21.05,0.0,0.02,8,8,0.0001,47.3
199,8,38,21.05,0.0,0.02,8,8,0.0001,47.3
200,8,38,21.05,0.0,0.02,8,8,0.0001,47.37
